name, dam, sire, sex, year
Annwyn Davenitch Magic,Davenitch Rockamundo,Twinroc Max-In-A-Million ROMs, Male, 1995 
Annwyn Glasshouse A Bit Of Voodoo,Glasshouse Two Bit Ante PT JHD,Cardiridge Red Hot Lover, Female, 2012 
Annwyn Glasshouse Love A Rainy Nite,Yardican IFly ROMG ROMV-G,Cardiridge Red Hot Lover, Male, 2011 
Annwyn Hot Wahini,Cardiridge Yardican Witchy Woman,Rainbow's Macwallace Jw Red, Female, 2009 
Annwyn Hotter Than Ell,Cardiridge Yardican Witchy Woman,Rainbow's Macwallace Jw Red, Female, 2009 
Annwyn Kaschew Kachina Dancer,Cardiridge Yardican Witchy Woman,Rainbow's Macwallace Jw Red, Female, 2009 
Annwyn Menehune,Davenitch Rockamundo,Twinroc Max-In-A-Million ROMs, Female, 1995 
Annwyn Moon Turns To Gold,Cardiridge Yardican Witchy Woman,Rainbow's Macwallace Jw Red, Female, 2009 
Annwyn Play With Fire,Cardiridge Yardican Witchy Woman,Rainbow's Macwallace Jw Red, Female, 2009 
Annwyn Red Ryder,Cardiridge Yardican Witchy Woman,Rainbow's Macwallace Jw Red, Male, 2009 
Annwyn Rob Roy,Davenitch Rockamundo,Twinroc Max-In-A-Million ROMs, Male, 1995 
Annwyn Switzer's Bonus,Davenitch Rockamundo,Twinroc Max-In-A-Million ROMs, Male, 1995 
Annwyn Towanda,Davenitch Rockamundo,Twinroc Max-In-A-Million ROMs, Female, 1995 
Annwyn Whole Lotta Lovin,Cardiridge Yardican Witchy Woman,Rainbow's Macwallace Jw Red, Male, 2009 
Another Delight,Delightful Bambi,Owen of Bealclose, Female, 1952 
Anotherdelight,Claudia Cardi,Sirax Copperfield, Female, 1979 
Anselmi,Tasakin Camilla,Tasakin Dumbo, Male, 1994 
Antal Aneurin Cardi,Valjax Midnight Starr,Valjax Damon Leroy, Male, 
Antal Black Bobby,Valjax Midnight Starr,Wingrove Yanto Bach, Male, 
Antal Jasper,Antal Melissa Anne,Antal Tarrant Pegasus, Male, 
Antal Melissa Anne,Valjax Golden Girl,Wingrove Yanto Bach, Male, 
Antal Minstrel Boy,Antal Melissa Anne,Antal Aneurin Cardi, Male, 
Antal Tarrant Pegasus,Westavon Griselda Sue,Westavon Samuel, Male, 
Antares vom Forstwinkel,Aster vom Holledauer Bockerl,Ethan from the Wonderful Oz, Male, 2011 
Anthony v.d.Bockmuhle,Floatin' Pollyanna,Indiana Jones Earl v.d Griffelhof, Male, 1996 
Antiacolotus,Fun Lady de la Caverne des Anges,Antoc Gregory, , 1994 
Antoc Almost An Angel At Kincroft,Antoc Angel Delight,Ringinglow Troyson of Gorthleck, Female, 1994 
Antoc Angel Delight,Antoc Cinnabar,Antoc Upper Crust, Female, 1987 
Antoc Architect,Antoc Audacity,Antoc Guardian Angel, Male, 1998 
Antoc Audacity,Antoc Moonstone,Rikarlo Auran, Female, 1992 
Antoc Backbencher,Salvenik Seven Wishes For Antoc,Cardhew Superted JW, Male, 2005 
Antoc Be Jolly at Cardhew,Salvenik Seven Wishes For Antoc,Cardhew Superted JW, Female, 2005 
Antoc Best Wishes To Norfranton,Salvenik Seven Wishes For Antoc,Cardhew Superted JW, Female, 2005 
Antoc Bond With Me,Salvenik Seven Wishes For Antoc,Cardhew Superted JW, Female, 2005 
Antoc Cinnabar,Lees Jet,Kentwood Elwyn, Female, 1982 
Antoc Dangerman,Antoc Audacity,Antoc Guardian Angel, Male, 1996 
Antoc Dedication,Antoc Audacity,Antoc Guardian Angel, Female, 1996 
Antoc Did You Ever,Antoc Audacity,Antoc Guardian Angel, Female, 1996 
Antoc Double-O-Seven For Salvenik,Antoc Audacity,Antoc Guardian Angel, Male, 1996 
Antoc Dragon Prince From Shepherdwyn,Antoc Audacity,Antoc Guardian Angel, Male, 1996 
Antoc Firegem of Badimara,Lees Jet,Kentwood Elwyn, Female, 1986 
Antoc Gabriel of Grangefield,Antoc Angel Delight,Baileswood Geraint, Male, 1990 
Antoc Gaynor,Antoc Angel Delight,Baileswood Geraint, Female, 1990 
Antoc Gregory,Antoc Angel Delight,Baileswood Geraint, Male, 1990 
Antoc Guardian Angel,Antoc Angel Delight,Ringinglow Troyson of Gorthleck, Male, 1994 
Antoc Kinda Smart,Antoc Dedication,Cardhew Superted JW, Female, 2000 
Antoc Klever Klogs,Antoc Dedication,Cardhew Superted JW, Male, 2000 
Antoc Marcasita,Antoc Cinnabar,Cardwyn Merywen, Female, 1985 
Antoc Mayfair Of Baileswood,Antoc Gaynor,Kentwood Garth, Female, 1995 
Antoc Meadow Brown,Antoc Cinnabar,Antoc Upper Crust, Male, 1987 
Antoc Mercury,Antoc Cinnabar,Cardwyn Merywen, Male, 1985 
Antoc Moonstone,Antoc Cinnabar,Cardwyn Merywen, Female, 1985 
Antoc Surprise Surprise,Antoc Gaynor,Salvenik Summer Sunset, Female, 1993 
Antoc Tiger's Eye,Antoc Cinnabar,Cardwyn Merywen, Male, 1985 
Antoc Upper Crust,Lees Jet,Jezalin Top Brass, Male, 1984 
Anton Kroos von Welterod,Welshclan's Dilwyn Dacey,Carddicted Earl Grey, Male, 2014 
Anton of Maurilyn,Sweet Ja-Rae of Kimchella,Dark Dandy of Kolguer, Male, 1971 
Anton vom Forster Nei�eland,Fest Gina Prima Aprilis,Johann vom B�kerhook, Male, 2009 
Antonio El Corgi Amoroso,April de Tichelaar corgi,Verdidas Gillis To Immes, Male, 2012 
Anu Shining Sirius,Fest Delicja,Damian Corlan Gi, Female, 2010 
Anwylyn Blodeuyn ap Snowden,Pfaller's Tactfull Toto,Wee Geordie, Female, 
Anzac,Tasakin Doris Day,Mackinlay's Lefi, Male, 1995 
Apache of Ivanmour,Golden Fluer of Medway,Tuahine Merribetson, Male, 1975 
Apdyll Partner's Foxylady,Topwyn Bathwyn Esther's Song,Topwyn's Nothin Better ROMb, Female, 1981 
Apollinaris Caitlin,Robgwen Solitaire,Robgwen Welsh Minstrel, Female, 1971 
Apollinaris Carmen,Robgwen Solitaire,Parmel Digger, Female, 1970 
Apollinaris Carol,Robgwen Solitaire,Southpark Gerwyn, Female, 1968 
Apollinaris Casanova,Apollinaris Caitlin,Robgwen Gregson, Male, 1977 
Apollinaris Catkin,Apollinaris Caitlin,Sirax Gregory, Female, 1976 
Apollinaris Ceinwen,Apollinaris Carmen,Sirax Gregory, Female, 1973 
Apollinaris Cenydd,Robgwen Solitaire,Robgwen Welsh Minstrel, Male, 1971 
Apollinaris Claudius,Apollinaris Caitlin,Robgwen Gregson, Male, 1977 
Apollinaris Columbine,Robgwen Solitaire,Robgwen Welsh Minstrel, Female, 1971 
Apollinaris Coppelia,Robgwen Solitaire,Robgwen Welsh Minstrel, Female, 
Apollo,Cesrose Lisbeth,First Flock v.d. Veulen Hof, Male, 1991 
APOLLO Rajska Kraina (FCI),KURKUMA z Domu Polanki (FCI),EL DORADO Gaucho, Male, 2017 
Apollo vom Forster Nei�eland,Fest Gina Prima Aprilis,Johann vom B�kerhook, Male, 2009 
Apollon,Verdidas Aberdeen,Deavitte Oakleaf, Male, 1997 
Apollon Tailorscardi,Beautiful Dream Kasmir Moravia,Hashfan Villfred, Male, 2017 
Apolo of Ivanmour,Golden Fluer of Medway,Tuahine Merribetson, Male, 1975 
Apologize,Cesrose Lisbeth,First Flock v.d. Veulen Hof, Male, 1991 
Appalause,Cesrose Lisbeth,First Flock v.d. Veulen Hof, Male, 1991 
Appalopagus of Llewellyn,Mclea's Celine Stardom,Samford's Super Nova, Male, 2013 
Appila Daniel,Telteg Awl Glamour,Leamore Chichester, Male, 
Appila Elroy,Telteg Awl Glamour,Dilwel Syr Alec, Female, 1974 
Appila Emma,Telteg Awl Glamour,Dilwel Syr Alec, Female, 1974 
Appila Happy Boy,Appila Emma,Cambrian Just For Luck of Medea, Male, 1980 
Appila Herald,Appila Emma,Cambrian Just For Luck of Medea, Male, 1980 
Appila Holly,Appila Emma,Cambrian Just For Luck of Medea, Female, 1980 
Appila Lone Traveller,Telteg Awl Glamour,Dilwel Syr Alec, Female, 1974 
Appila Rabina,Telteg Awl Glamour,Dilwel Syr Alec, Female, 1974 
Applause Virgo Vestalis,Arena Z Ticheho Udoli,Bertram Corlan Gi, Male, 2009 
Apple,Tasakin Doris Day,Mackinlay's Lefi, Female, 1995 
Appleridge's Bold Mr Big,Appleridge's Chocolate Chip,Robinhoods Cold Hard Cash, Male, 
Appleridge's Chocolate Chip,Rayvnwood's Naughty Nadine PT,Finnshavn's Alexander Selkirk, Female, 1994 
Applewater Madelyn Rose,,, Female, 2005 
April de Tichelaar corgi,Alana from the Stone of Scone,Courtly's Brindle Lord Vaka Bangsi, Female, 2010 
April Lady of Willowbeach,Red Rowan of Willowbeach,Southpark Gerwyn, Female, 
Aprills Royal Sissy Angel Wings,One Hot Baretta,FF-N-RR Pulham's Rebel, Female, 2017 
Apriori Vip  Uniquely Success,Ingermanlandija Scarlett,Zefyras Gyvates Asara, Male, 2015 
Apriori Vip Art Deco,Daisy Virgo Vestalis,Zhacardi Vargar, Male, 2017 
Apriori Vip Avalanche,Daisy Virgo Vestalis,Zhacardi Vargar, Female, 2017 
Apriori Vip Bingo Bongo,Ingermanlandija Scarlett,Aethwy Blueberry Hill, Male, 2017 
Apriori Vip Blue Bird Of Happiness,Ingermanlandija Scarlett,Aethwy Blueberry Hill, Female, 2017 
APRIORI VIP BRITISH SPAY,Ingermanlandija Scarlett,Aethwy Blueberry Hill, Male, 2017 
Apriori Vip Dolce Vita,Daisy Virgo Vestalis,Shepados Hercule Poirot, Female, 2017 
Apriori Vip Donna Rosa,Daisy Virgo Vestalis,Shepados Hercule Poirot, Female, 2017 
Apriori Vip Dreamcatcher,Daisy Virgo Vestalis,Shepados Hercule Poirot, Male, 2017 
Apriori Vip Jacaránda,Ingermanlandija Scarlett,Elfborg Fiji, Female, 2018 
Apriori Vip Rara Avis,Daisy Virgo Vestalis,Hova Bonde's Eric Delco, Female, 2014 
Apriori Vip Raven,Daisy Virgo Vestalis,Hova Bonde's Eric Delco, Male, 2014 
Apriori Vip Real Lady,Daisy Virgo Vestalis,Hova Bonde's Eric Delco, Female, 2014 
Apriori Vip Royal Luxsory,Daisy Virgo Vestalis,Hova Bonde's Eric Delco, Female, 2014 
Apriori Vip Shadow With No Light,Ingermanlandija Scarlett,Zefyras Gyvates Asara, Female, 2016 
Apriori Vip She Loves Me,Ingermanlandija Scarlett,Zefyras Gyvates Asara, Female, 2016 
Apriori Vip Shimmer Of Sunset,Ingermanlandija Scarlett,Zefyras Gyvates Asara, Male, 2016 
APRIORI VIP ULTRAVIOLET,Ingermanlandija Scarlett,Zefyras Gyvates Asara, Female, 2015 
Apriori Vip Un Azzurro,Ingermanlandija Scarlett,Zefyras Gyvates Asara, Male, 2015 
Apriori Vip Uno Di Tutti,Ingermanlandija Scarlett,Zefyras Gyvates Asara, Female, 2015 
Apriori Vip Wisard,Ingermanlandija Scarlett,Zefyras Gyvates Asara, Male, 2015 
Apriori Vip Wistaria,Ingermanlandija Scarlett,Zefyras Gyvates Asara, Female, 2015 
APRIORIVIP ROYAL LUXSORY,Daisy Virgo Vestalis,Hova Bonde's Eric Delco, Female, 
Apulejo di Poggiobellino,Yardican Ultra Unique at Poggiobellino,Aequam Celso, Male, 2006 
Arabella,Athena,Hova Bonde's Ace Ventura, Female, 2012 
ARABELLA Zlote Psiaki FCI,CYRANKA Virgo Vestalis,Cool Adventure z Domu Polanki (FCI), Female, 2016 
Arablue di Castel Martini,Beckrow Barsheba,Rozavel Blue Scene, Female, 1975 
Aragon's Blue Horizon,Aragorn's Enchanted Crystal,Aragorn Gwindor Of Dreahook AM CD, Male, 1992 
Aragons Lady Blue Of Locksly,Bearwoods Whistlin Dixie,Sisterwood Blackstar Molasses, Female, 1995 
Aragorn,All Trade Chorizo,All Trade Fire Engine, Male, 2003 
Aragorn Amanda,Aragorn Appraxin Silver Fox,Aragorn's Original Recipe AM CD ROMs, Female, 1987 
Aragorn Appraxin Blue Merlyn ROMb,Aragorn Appraxin Silver Fox,Aragorn's Sarum Blue Bishop AM CD ROMb, Male, 1983 
Aragorn Appraxin Silver Fox,Aragorn's Out of the Blue AM CD,Foxfire Black Domino, Female, 1980 
Aragorn Arwen Evenstar,Aragorn's Aristocratic Lady,Foxfire Black Domino, Female, 1979 
Aragorn Barr's Six Pack,Aragorn's Oklahoma Blue Elf AM CD ROMs,Sandon Little Big Man Aragorn AM CD ROMb, Male, 1986 
Aragorn Black Magic Seymour,Aragorn's Black Magic Lynx AM CDX,Aragorn Appraxin Blue Merlyn ROMb, Male, 1987 
Aragorn Black Magic Starfire CDX,Aragorn's Oklahoma Blue Elf AM CD ROMs,Aragorn Lord of the Rings AM UD, Female, 1982 
Aragorn Blue Dawn Of Kylewyn,Aragorn's Oklahoma Blue Elf AM CD ROMs,Swansea Black Jack, Female, 1978 
Aragorn Cavalier,Aragorn's Triumphant Return,Aragorn Appraxin Blue Merlyn ROMb, Male, 1988 
Aragorn Chelsea Too CD,Aragorn Appraxin Silver Fox,Aragorn's Original Recipe AM CD ROMs, Female, 1987 
Aragorn Dawns Silverfoxmist,Aragorn Appraxin Silver Fox,Aragorn's Original Recipe AM CD ROMs, Female, 1987 
Aragorn Gwindor Of Dreahook AM CD,Cymreig DC Current Asset,Aragorn Appraxin Blue Merlyn ROMb, Male, 1988 
Aragorn Jovone's The Mikado,Aragorn's Blue Ingenue,Aragorn's Original Recipe AM CD ROMs, Female, 1985 
Aragorn Katherine Kismet AM CD ROMb,Aragorn's Silver Streak,Aragorn Lord of the Rings AM UD, Female, 1983 
Aragorn Legacy's Code Blue,Aragorn's Silver Sequel,Aragorn's Lord Alden, Male, 2000 
Aragorn Llanbryn,Trailwyn Llanbryn Galadriel HT ROMb,Thistledown's Master Merfyn, Male, 1993 
Aragorn Lord of the Rings AM UD,Aragorn's Out of the Blue AM CD,Foxfire Black Domino, Male, 1980 
Aragorn Lovely Lady,Aragorn's Oklahoma Blue Elf AM CD ROMs,Sandon Little Big Man Aragorn AM CD ROMb, Female, 1981 
Aragorn Mandy,Aragorn Amanda,Aragorn Appraxin Blue Merlyn ROMb, Female, 1991 
Aragorn Merry Monroe Of Barr,Aragorns Triumph Of Foxfyre,Aragorn's Sarum Blue Bishop AM CD ROMb, Female, 1983 
Aragorn Mighty Quinn Medley,Aragorn's Enchanted Crystal,Aragorn Gwindor Of Dreahook AM CD, Male, 1992 
Aragorn Peredur,Aragorn's Oklahoma Blue Elf AM CD ROMs,Aragorn Lord of the Rings AM UD, Male, 1982 
Aragorn Rocking Robin,Aragorn's Blue Ingenue,Aragorn's Original Recipe AM CD ROMs, Female, 1985 
Aragorn Silver Belle Of Barr,Aragorn's White Lightning,Aragorn's Original Recipe AM CD ROMs, Female, 1985 
Aragorn Sojourner's Blues AM UD CAN CDX HS AAD VAD EAC-V VCX,Aragorn's Triumphant Return,Aragorn Appraxin Blue Merlyn ROMb, Female, 1988 
Aragorn Tess,Aragorn's Oklahoma Blue Elf AM CD ROMs,Sandon Little Big Man Aragorn AM CD ROMb, Female, 1981 
Aragorn Tonto,Aragorn Arwen Evenstar,Aragorn's Sarum Blue Bishop AM CD ROMb, Male, 1983 
ARAGORN Zlote Psiaki FCI,CYRANKA Virgo Vestalis,Cool Adventure z Domu Polanki (FCI), Male, 2016 
Aragorn's Aristocratic Lady,Aragorn's Swansea Galadriel AM CDX ROMb,Glenjoy's Ddraig Glas CD, Female, 1977 
Aragorn's Black Jack,Aragorn Appraxin Silver Fox,Aragorn's Sarum Blue Bishop AM CD ROMb, Male, 1983 
Aragorn's Black Magic Lynx AM CDX,Foxfyre Aragorn Brandywine,Aragorn's Original Recipe AM CD ROMs, Female, 1984 
Aragorn's Blue Bayou,Aragorn's Black Magic Lynx AM CDX,Aragorn Appraxin Blue Merlyn ROMb, Female, 1987 
Aragorn's Blue Collar Worker,Aragorn's Enchanted Crystal,Aragorn Gwindor Of Dreahook AM CD, Male, 1992 
Aragorn's Blue Ingenue,Aragorn's Oklahoma Blue Elf AM CD ROMs,Aragorn Lord of the Rings AM UD, Female, 1982 
Aragorn's Blue Jester,Aragorn Arwen Evenstar,Aragorn's Sarum Blue Bishop AM CD ROMb, Male, 1983 
Aragorn's Blue Moonshiner,Aragorn's White Lightning,Aragorn's Original Recipe AM CD ROMs, Female, 1985 
Aragorn's Bristol Vanna,Aragorn's Oklahoma Blue Elf AM CD ROMs,Sandon Little Big Man Aragorn AM CD ROMb, Female, 1986 
Aragorn's Casey Of Fletcher,Aragorn Amanda,Aragorn Appraxin Blue Merlyn ROMb, Male, 1991 
Aragorn's Cool Hand Luke,Aragorn's Blue Ingenue,Aragorn's Original Recipe AM CD ROMs, Male, 1985 
Aragorn's Corazon,Aragorn's Triumphant Return,Aragorn Appraxin Blue Merlyn ROMb, Female, 1986 
Aragorn's Cortshirer,Aragorn's Silver Streak,Aragorn Lord of the Rings AM UD, Male, 1983 
Aragorn's Cozy Tally Ho,Aragorn Amanda,Aragorn Appraxin Blue Merlyn ROMb, Male, 1991 
Aragorn's Dapper Dan,Aragorn's Triumphant Return,Aragorn Appraxin Blue Merlyn ROMb, Male, 1986 
Aragorn's Dave Blubeck,Arylan Special Envoy to Aragorn,Heart Of Gold Power Play ROMg, Male, 2013 
Aragorn's Dekagdalee CDX,Aragorn's Oklahoma Blue Elf AM CD ROMs,Sandon Little Big Man Aragorn AM CD ROMb, Female, 1981 
Aragorn's Designer Genes UD RA,Twinroc After Midnight,Aragorn's Elwood Blues, Female, 2007 
Aragorn's Duncan Of K Barr CD,Aragorn's Silver Streak,Sandon Little Big Man Aragorn AM CD ROMb, Male, 1985 
Aragorn's Dust in the Wind,Aragorn's Enchanted Crystal,Aragorn Gwindor Of Dreahook AM CD, Female, 1991 
Aragorn's Elwood Blues,Sisterwood Aragorn Starlet,Aragorn's Lord Alden, Male, 1997 
Aragorn's Enchanted Crystal,Aragorn's Corazon,Aragorn's Silver Wizard AM CD, Female, 1990 
Aragorn's Happy Wanderer,Aragorn's Out of the Blue AM CD,Foxfire Black Domino, Female, 1980 
Aragorn's Heavenly Body,Aragorn's Silver Sequel,Aragorn's Lord Alden, Female, 2000 
Aragorn's Hector,Aragorn's Western Investment,Aragorn's Silver Wizard AM CD, Female, 1990 
Aragorn's Hott Stuff CD AX NAJ NJP,Aragorn's Dust in the Wind,Pecan Valley Blue Shamoo, Female, 1994 
Aragorn's Joliet Jake Blues,Sisterwood Aragorn Starlet,Aragorn's Lord Alden, Male, 1997 
Aragorn's Kentucky Dulcimer,Aragorn's Black Magic Lynx AM CDX,Aragorn Appraxin Blue Merlyn ROMb, Female, 1987 
Aragorn's Lady Katrina,Aragorn Appraxin Silver Fox,Aragorn's Original Recipe AM CD ROMs, Female, 1987 
Aragorn's Lord Alden,Aragorn's Corazon,Aragorn's Silver Wizard AM CD, Male, 1990 
Aragorn's Lucy In The Sky,Aragorn's Dust in the Wind,Pecan Valley Blue Shamoo, Female, 1994 
Aragorn's Maggie Mae,Aragorn's Enchanted Crystal,Aragorn Gwindor Of Dreahook AM CD, Female, 1992 
Aragorn's Magical Magoochy,Aragorn's Black Magic Lynx AM CDX,Aragorn Appraxin Blue Merlyn ROMb, Male, 1987 
Aragorn's Mango Chutney,Aragorn's Oklahoma Blue Elf AM CD ROMs,Aragorn's Original Recipe AM CD ROMs, Female, 1985 
Aragorn's Max A Million,Aragorn's Enchanted Crystal,Aragorn Gwindor Of Dreahook AM CD, Male, 1992 
Aragorn's Meadowlark Of Barr,Aragorn Merry Monroe Of Barr,Aragorn's Sarum Blue Bishop AM CD ROMb, Female, 1985 
Aragorn's Midnight Hour,Reb Hills Barr Wind O Willow,Aragorn Appraxin Blue Merlyn ROMb, Female, 1990 
Aragorn's Moose,Aragorn's Western Investment,Aragorn's Silver Wizard AM CD, Female, 1990 
Aragorn's Myladys Perche' No,Foxfyre Aragorn Brandywine,Aragorn's Original Recipe AM CD ROMs, Male, 1984 
Aragorn's Mystery Of Cadfael PT,Twinroc After Midnight,Aragorn's Elwood Blues, Male, 2007 
Aragorn's Mystical Morning,Aragorn's Dust in the Wind,Aragorn's Silver Wizard AM CD, Female, 1996 
Aragorn's No Tail To Tell,Aragorn's Triumphant Return,Aragorn Appraxin Blue Merlyn ROMb, Female, 1988 
Aragorn's Noteworthy Aria,Aragorn's Dust in the Wind,Pecan Valley Blue Shamoo, Female, 1994 
Aragorn's Noteworthy Drummer,Aragorn's Western Investment,Aragorn's Silver Wizard AM CD, Male, 1990 
Aragorn's Noteworthy Sonata,Aragorn's Silver Sequel,Aragorn's Lord Alden, Female, 2000 
Aragorn's Oklahoma Blue Elf AM CD ROMs,Aragorn's Swansea Galadriel AM CDX ROMb,Glenjoy's Ddraig Glas CD, Female, 1977 
Aragorn's Original Recipe AM CD ROMs,Aragorn's Swansea Galadriel AM CDX ROMb,Aragorn's Sarum Blue Bishop AM CD ROMb, Male, 1983 
Aragorn's Out of the Blue AM CD,Aragorn's Oklahoma Blue Elf AM CD ROMs,Sandon Little Big Man Aragorn AM CD ROMb, Female, 1979 
Aragorn's Patch Of Blue,Aragorn's Dust in the Wind,Pecan Valley Blue Shamoo, Male, 1994 
Aragorn's Princess Missy,Aragorn Amanda,Aragorn Appraxin Blue Merlyn ROMb, Female, 1991 
Aragorn's Razzle Dazzle Of Legacy,Legacy's Some Bunny Special,Aragorn's Elwood Blues, Female, 2004 
Aragorn's Razzmatazz,Aragorn Arwen Evenstar,Aragorn's Sarum Blue Bishop AM CD ROMb, Male, 1983 
Aragorn's Rebbeca Of Barr,Aragorn's Oklahoma Blue Elf AM CD ROMs,Aragorn Lord of the Rings AM UD, Female, 1982 
Aragorn's Sarah Vaughan,Arylan Special Envoy to Aragorn,Heart Of Gold Power Play ROMg, Female, 2013 
Aragorn's Sarum Blue Bishop AM CD ROMb,Aragorn's Oklahoma Blue Elf AM CD ROMs,Sandon Little Big Man Aragorn AM CD ROMb, Male, 1981 
Aragorn's Sheza-Luv CD,Aragorns Triumph Of Foxfyre,Aragorn Appraxin Blue Merlyn ROMb, Female, 1986 
Aragorn's Silver Edition,Aragorn's Dust in the Wind,Aragorn's Silver Wizard AM CD, Male, 1996 
Aragorn's Silver Elf,Sisterwood Aragorn Starlet,Aragorn's Lord Alden, Female, 1997 
Aragorn's Silver Ghost,Aragorn Appraxin Silver Fox,Aragorn's Sarum Blue Bishop AM CD ROMb, Male, 1983 
Aragorn's Silver Screen,Aragorn Merry Monroe Of Barr,Aragorn's Sarum Blue Bishop AM CD ROMb, Male, 1985 
Aragorn's Silver Sequel,Aragorn's Dust in the Wind,Aragorn's Silver Wizard AM CD, Female, 1996 
Aragorn's Silver Sorceress,Aragorns Triumph Of Foxfyre,Aragorn Appraxin Blue Merlyn ROMb, Female, 1986 
Aragorn's Silver Spirit,Aragorn's Oklahoma Blue Elf AM CD ROMs,Aragorn's Original Recipe AM CD ROMs, Male, 1985 
Aragorn's Silver Streak,Aragorn's Out of the Blue AM CD,Foxfire Black Domino, Female, 1980 
Aragorn's Silver Wizard AM CD,Aragorn's Black Magic Lynx AM CDX,Aragorn Appraxin Blue Merlyn ROMb, Male, 1987 
Aragorn's Summertime Blues,Aragorn's Silver Sequel,Aragorn's Lord Alden, Female, 2000 
Aragorn's Swansea Galadriel AM CDX ROMb,Marsh's Llewyn of Llanfair,Swansea Black Jack, Female, 1976 
Aragorn's Taliessan Seren,Twinroc After Midnight,Aragorn's Elwood Blues, Female, 2007 
Aragorn's The Lone Ranger AM CDX PT ROMb,Aragorn Katherine Kismet AM CD ROMb,Aragorn's Original Recipe AM CD ROMs, Male, 1985 
Aragorn's Thelonious Monk,Arylan Special Envoy to Aragorn,Heart Of Gold Power Play ROMg, Male, 2013 
Aragorn's Top Of The Line,Aragorn's Dust in the Wind,Pecan Valley Blue Shamoo, Male, 1994 
Aragorn's Triumphant Return,Aragorn Merry Monroe Of Barr,Aragorn's Sarum Blue Bishop AM CD ROMb, Female, 1985 
Aragorn's Western Investment,Aragorn's Oklahoma Blue Elf AM CD ROMs,Sandon Little Big Man Aragorn AM CD ROMb, Female, 1986 
Aragorn's White Lightning,Aragorn Appraxin Silver Fox,Aragorn's Sarum Blue Bishop AM CD ROMb, Female, 1983 
Aragorn's Witchy Woman,Aragorn's Corazon,Aragorn's Silver Wizard AM CD, Female, 1989 
Aragorn's You're So Vain,Aragorn's Silver Sequel,Aragorn's Lord Alden, Female, 2000 
Aragorn's Zoe,Aragorn's Triumphant Return,Aragorn Appraxin Blue Merlyn ROMb, Female, 1986 
Aragorn's Zoe Banraigh,Sisterwood Aragorn Starlet,Aragorn's Lord Alden, Female, 1997 
Aragorns Gwyneth Blue Heaven,Aragorn's White Lightning,Aragorn's Original Recipe AM CD ROMs, Female, 1985 
Aragorns Lady Edna Of Cardach,Cardach Buttons Of Braeloch HT,Aragorn's Sarum Blue Bishop AM CD ROMb, Female, 1988 
Aragorns Triumph Of Foxfyre,Aragorn's Oklahoma Blue Elf AM CD ROMs,Sandon Little Big Man Aragorn AM CD ROMb, Female, 1979 
Aragorns Yankee Doodle Dandy,Aragorn's Oklahoma Blue Elf AM CD ROMs,Aragorn's Original Recipe AM CD ROMs, Female, 1985 
Aralez Adina,,, Female, 2017 
